segment_id	audio_filepath	duration	snr_db	vad_ratio	text_raw	text_clean	word_count	speaker_id
waxal_asr_28bb307545e946b08290f1c01cf17bcb	data/fulfulde_run/audio/waxal_asr_28bb307545e946b08290f1c01cf17bcb.wav	7.907	37.62	0.87	ɓiira ɓe kaɓɓi, ɓe ngaɗi kuujeeji, walaa ko walaa, kadi boo ɓe ɗon ɓaŋa mo ɓe njaha goo,	ɓiira ɓe kaɓɓi ɓe ngaɗi kuujeeji walaa ko walaa kadi boo ɓe ɗon ɓaŋa mo ɓe njaha goo	18	unknown
waxal_asr_b0c5e9ea21804dc4a34afbe89fde72a9	data/fulfulde_run/audio/waxal_asr_b0c5e9ea21804dc4a34afbe89fde72a9.wav	2.673	46.77	0.81	Dundeeje, dundeeje,	dundeeje dundeeje	2	unknown
waxal_asr_ad58290419e34e7995c5c0fcb50d2775	data/fulfulde_run/audio/waxal_asr_ad58290419e34e7995c5c0fcb50d2775.wav	5.157	42.7	0.8	Debbo oo o danyaay kanko, rewɓe ɗiɗo boo danyi.	debbo oo o danyaay kanko rewɓe ɗiɗo boo danyi	9	unknown
waxal_asr_cd86d24af4004751963905c4f0804b58	data/fulfulde_run/audio/waxal_asr_cd86d24af4004751963905c4f0804b58.wav	5.661	40.52	0.88	jam, o dari nii, o wi’ata mo yoo : suka njaala mi njala mi;	jam o dari nii o wi ata mo yoo suka njaala mi njala mi	14	unknown
waxal_asr_8ff30dd41d11430595135a3a98964006	data/fulfulde_run/audio/waxal_asr_8ff30dd41d11430595135a3a98964006.wav	7.6	42.14	0.89	jiire war aynan min geeraaɗe amin ɗoo haa min njaha min remoya, min ngarta.	jiire war aynan min geeraaɗe amin ɗoo haa min njaha min remoya min ngarta	14	unknown
waxal_asr_ba8c21196a084deba1cd4427cd275987	data/fulfulde_run/audio/waxal_asr_ba8c21196a084deba1cd4427cd275987.wav	3.854	55.75	0.65	To o jippake mi nyaama mo, ɗi tahi.	to o jippake mi nyaama mo ɗi tahi	8	unknown
waxal_asr_473ba13f65404a83b9d7b7434a154c5b	data/fulfulde_run/audio/waxal_asr_473ba13f65404a83b9d7b7434a154c5b.wav	4.08	48.26	0.79	ɓe ngi’i mboodi ɗon waali dow kosɗe maako.	ɓe ngi i mboodi ɗon waali dow kosɗe maako	9	unknown
waxal_asr_f0937f6e9f0a49edbd458ab68d4d349e	data/fulfulde_run/audio/waxal_asr_f0937f6e9f0a49edbd458ab68d4d349e.wav	4.86	25.04	0.94	Kad doo oo boo wari haa nyeɗa, o wii : naa miin weete Daari-Bano;	kad doo oo boo wari haa nyeɗa o wii naa miin weete daari-bano	13	unknown
waxal_asr_1d372648e77e46b0a63f9855c7307bfa	data/fulfulde_run/audio/waxal_asr_1d372648e77e46b0a63f9855c7307bfa.wav	3.692	31.46	0.93	Ndaa ngol regata haa too, ndaa mi haa ɗoo.	ndaa ngol regata haa too ndaa mi haa ɗoo	9	unknown
waxal_asr_2ead4524fb7942669090fc32381025a0	data/fulfulde_run/audio/waxal_asr_2ead4524fb7942669090fc32381025a0.wav	2.256	43.71	0.79	Ɗi ndirsi dow maako :	ɗi ndirsi dow maako	4	unknown
waxal_asr_80fbff019ea5429586f9840ff027efc6	data/fulfulde_run/audio/waxal_asr_80fbff019ea5429586f9840ff027efc6.wav	9.681	49.91	0.72	Ɓe ɗon ngara, ɓe ɗon ngara nii haa ɓe paandi kumareewal goo waɗi : daada Damseere kuma;	ɓe ɗon ngara ɓe ɗon ngara nii haa ɓe paandi kumareewal goo waɗi daada damseere kuma	16	unknown
waxal_asr_74f56444e06143c69b7a985d038a2000	data/fulfulde_run/audio/waxal_asr_74f56444e06143c69b7a985d038a2000.wav	3.781	43.95	0.83	o wi’a : Hamman fooɗ Mbuulu; fooɗ Mbuulu;	o wi a hamman fooɗ mbuulu fooɗ mbuulu	8	unknown
waxal_asr_6f5f56c291804a9cafceaac36552e635	data/fulfulde_run/audio/waxal_asr_6f5f56c291804a9cafceaac36552e635.wav	4.679	45.45	0.81	Kad doo to o ɗon wasa nii o ɗon nodda dawaaɗi :	kad doo to o ɗon wasa nii o ɗon nodda dawaaɗi	11	unknown
waxal_asr_cbb5eb93ab224016b62228703ec6f79b	data/fulfulde_run/audio/waxal_asr_cbb5eb93ab224016b62228703ec6f79b.wav	6.649	49.98	0.86	Ɓe koo’i paltaaje, bawɗi goo fuu, tummuɗe goo fuu ɓe tappi haa lesdi;	ɓe koo i paltaaje bawɗi goo fuu tummuɗe goo fuu ɓe tappi haa lesdi	14	unknown
waxal_asr_ecad66f04b0641f78c56008ecfb9a887	data/fulfulde_run/audio/waxal_asr_ecad66f04b0641f78c56008ecfb9a887.wav	13.38	46.0	0.81	o roondoyi kad doo maayɗo goo kuŋ kuŋ kuŋ o wari o maɓɓitan, debbo o tappi maɓɓoode debbo ummi jaɓi, nga teddunga gib, jaɓi teddunga gib.	o roondoyi kad doo maayɗo goo kuŋ kuŋ kuŋ o wari o maɓɓitan debbo o tappi maɓɓoode debbo ummi jaɓi nga teddunga gib jaɓi teddunga gib	26	unknown
waxal_asr_e6298300837345cdb77df8e7d953ebcc	data/fulfulde_run/audio/waxal_asr_e6298300837345cdb77df8e7d953ebcc.wav	8.886	44.85	0.79	O wii : jamwaali kam, sil njahon haa pellel waane yel, weendu ton ton, derkeejo boo jaɓi goonga.	o wii jamwaali kam sil njahon haa pellel waane yel weendu ton ton derkeejo boo jaɓi goonga	17	unknown
waxal_asr_2c2a7466dc8540c2ba71dbff0955c90a	data/fulfulde_run/audio/waxal_asr_2c2a7466dc8540c2ba71dbff0955c90a.wav	5.919	53.53	0.78	Jam, o ɗon ƴakka noome, Mbuulu maako ɗon ƴakka kurooje.	jam o ɗon ƴakka noome mbuulu maako ɗon ƴakka kurooje	10	unknown
waxal_asr_32beeba8e20f4a17864cbab17be9d9a1	data/fulfulde_run/audio/waxal_asr_32beeba8e20f4a17864cbab17be9d9a1.wav	3.016	50.56	0.82	mbi’a o wadda laanyirgal boo,	mbi a o wadda laanyirgal boo	6	unknown
waxal_asr_cd56194667724482b29a145a06f05abd	data/fulfulde_run/audio/waxal_asr_cd56194667724482b29a145a06f05abd.wav	4.577	34.09	0.91	jam, o huuci e baaba maako goo wii : a heɓti?	jam o huuci e baaba maako goo wii a heɓti	10	unknown
waxal_asr_d06b33c3eb364e2f9cb30d31e0ccc001	data/fulfulde_run/audio/waxal_asr_d06b33c3eb364e2f9cb30d31e0ccc001.wav	2.857	48.68	0.84	Jam, nii non ka waati.	jam nii non ka waati	5	unknown
waxal_asr_13bed09243744d1297ee301feaec4266	data/fulfulde_run/audio/waxal_asr_13bed09243744d1297ee301feaec4266.wav	3.66	57.48	0.67	mo ɗakkudi poola laarataake;	mo ɗakkudi poola laarataake	4	unknown
waxal_asr_76e65931bea540c1acb5f203a3e308ce	data/fulfulde_run/audio/waxal_asr_76e65931bea540c1acb5f203a3e308ce.wav	5.84	28.57	0.91	ɗaɗel feere ɗon no lutti nii wi’ata mo : yahu Sato ɓinngel am, yahu sato;	ɗaɗel feere ɗon no lutti nii wi ata mo yahu sato ɓinngel am yahu sato	15	unknown
waxal_asr_7ad4f3bdd4d54bd1982c3ea6acedff27	data/fulfulde_run/audio/waxal_asr_7ad4f3bdd4d54bd1982c3ea6acedff27.wav	8.832	39.9	0.88	Ɓe mbii : ngaɗane mo gaari mboorɗam, ɓe ngaɗani mo gaari mboorɗam, mo yari tisgo mo wii mo haari.	ɓe mbii ngaɗane mo gaari mboorɗam ɓe ngaɗani mo gaari mboorɗam mo yari tisgo mo wii mo haari	18	unknown
waxal_asr_a6934ddcfc214c5aa77bd66dd43d856a	data/fulfulde_run/audio/waxal_asr_a6934ddcfc214c5aa77bd66dd43d856a.wav	5.9	48.39	0.83	sukaajo gooto goo ɗon jala mo nganyaandiijo, ɗon jala mo.	sukaajo gooto goo ɗon jala mo nganyaandiijo ɗon jala mo	10	unknown
waxal_asr_5c839ecbe4d94d168bd56d9934cf465a	data/fulfulde_run/audio/waxal_asr_5c839ecbe4d94d168bd56d9934cf465a.wav	7.66	48.31	0.71	O teɓa mburkumho goo o sakkinana wirɓe saɓɓiiɓe.	o teɓa mburkumho goo o sakkinana wirɓe saɓɓiiɓe	8	unknown
waxal_asr_52f9c0b9a52c4ad8b4acb73abcc68308	data/fulfulde_run/audio/waxal_asr_52f9c0b9a52c4ad8b4acb73abcc68308.wav	5.912	30.61	0.89	Ɓe mbii : kay jotta kam, Alla hokke jam o gorko, o gorko, o gorko.	ɓe mbii kay jotta kam alla hokke jam o gorko o gorko o gorko	14	unknown
waxal_asr_b24473afef3c4ab19111f14dc460c2fb	data/fulfulde_run/audio/waxal_asr_b24473afef3c4ab19111f14dc460c2fb.wav	2.52	49.25	0.76	Damseere maayi ngaron.	damseere maayi ngaron	3	unknown
waxal_asr_bdd659ba296c4dd28a95a1c7253837af	data/fulfulde_run/audio/waxal_asr_bdd659ba296c4dd28a95a1c7253837af.wav	13.68	48.83	0.82	Alla hokki mo mboodga wurti nder nddiyam : wum wum wum ɗon dimmbo nder ndiyam, ɗon dimbo nder ndiyam, ɗon dimmbo, ɗon dimmbo nii wurti.	alla hokki mo mboodga wurti nder nddiyam wum wum wum ɗon dimmbo nder ndiyam ɗon dimbo nder ndiyam ɗon dimmbo ɗon dimmbo nii wurti	24	unknown
waxal_asr_831f8285cf9541ad94a06c5d971ab624	data/fulfulde_run/audio/waxal_asr_831f8285cf9541ad94a06c5d971ab624.wav	4.5	47.76	0.75	Laamɗo wii ɓe ayna mo taa taa o huuca.	laamɗo wii ɓe ayna mo taa taa o huuca	9	unknown
waxal_asr_1d75c5d144fb4a3cbb268d5c7db086dd	data/fulfulde_run/audio/waxal_asr_1d75c5d144fb4a3cbb268d5c7db086dd.wav	5.389	51.33	0.81	E aan leekuwal to mi neli maa no mbi’ata ?	e aan leekuwal to mi neli maa no mbi ata	10	unknown
waxal_asr_d8d9f1719b394d5e9de39643c15353ef	data/fulfulde_run/audio/waxal_asr_d8d9f1719b394d5e9de39643c15353ef.wav	6.074	25.1	0.96	hey ɓe mbii en ndilla law law, maayo ɗoo ndiyam ɗon ɗuuɗa, ndillen law law ɓe mbii.	hey ɓe mbii en ndilla law law maayo ɗoo ndiyam ɗon ɗuuɗa ndillen law law ɓe mbii	17	unknown
waxal_asr_ee0723d66a37479a990628c4d834138c	data/fulfulde_run/audio/waxal_asr_ee0723d66a37479a990628c4d834138c.wav	9.087	52.16	0.79	baaba goo hokki mo limce, o wii : hokkoram puccu mi ƴamtonoyte nyamaande ndee.	baaba goo hokki mo limce o wii hokkoram puccu mi ƴamtonoyte nyamaande ndee	13	unknown
waxal_asr_14bf7761642b4c5791d86c93d50e1f79	data/fulfulde_run/audio/waxal_asr_14bf7761642b4c5791d86c93d50e1f79.wav	6.163	52.7	0.78	duweere wooja nii, ɓiira koo’a tigga e yitere maako,	duweere wooja nii ɓiira koo a tigga e yitere maako	10	unknown
waxal_asr_edb1659fa0bc469d8096f4845c674f62	data/fulfulde_run/audio/waxal_asr_edb1659fa0bc469d8096f4845c674f62.wav	11.852	43.15	0.85	har ɓe dow lekki goo, o teɓa ɓenndu nde o yandina e juuɗe limce laamɗo pat laamɗo hooca wi’a : Alla am ɗum colli ɗume?	har ɓe dow lekki goo o teɓa ɓenndu nde o yandina e juuɗe limce laamɗo pat laamɗo hooca wi a alla am ɗum colli ɗume	25	unknown
waxal_asr_014ee0f5a51148ada81e5d371c99f8c5	data/fulfulde_run/audio/waxal_asr_014ee0f5a51148ada81e5d371c99f8c5.wav	11.4	49.61	0.73	moy fuu wara haɓa, haɓa, haɓa jaaral ittataako dow paɗe, pat ɗum haɓdi walaa tiggitiɗɗo.	moy fuu wara haɓa haɓa haɓa jaaral ittataako dow paɗe pat ɗum haɓdi walaa tiggitiɗɗo	15	unknown
waxal_asr_36ccd087960242539d5224854c3e84b8	data/fulfulde_run/audio/waxal_asr_36ccd087960242539d5224854c3e84b8.wav	5.712	43.13	0.9	Lummbuuru ma; lummbutuuru ma; Saayifi oori hooy ɗi ngarma.	lummbuuru ma lummbutuuru ma saayifi oori hooy ɗi ngarma	9	unknown
waxal_asr_eb1cf86a7c1a4141848956183e20a8ce	data/fulfulde_run/audio/waxal_asr_eb1cf86a7c1a4141848956183e20a8ce.wav	2.52	30.49	0.93	mo ɗakkudi poola ngarmi laargo;	mo ɗakkudi poola ngarmi laargo	5	unknown
waxal_asr_dd9791efae0a42a089d70f6d21b76815	data/fulfulde_run/audio/waxal_asr_dd9791efae0a42a089d70f6d21b76815.wav	6.897	34.07	0.93	Nden, daada maako maayi, baaba maako maayi, ɓe acci mo bee adda maako ɓii daada maako.	nden daada maako maayi baaba maako maayi ɓe acci mo bee adda maako ɓii daada maako	16	unknown
waxal_asr_7c6efc8a055f41d691b8c20d2cf2e731	data/fulfulde_run/audio/waxal_asr_7c6efc8a055f41d691b8c20d2cf2e731.wav	7.923	44.47	0.85	O wii puldebbo : war mi daane to Alla daani ma, to Alla daanaay ma fuu ɓe nyaame.	o wii puldebbo war mi daane to alla daani ma to alla daanaay ma fuu ɓe nyaame	17	unknown
waxal_asr_0d9160425f4c4647bd3ceee683068e82	data/fulfulde_run/audio/waxal_asr_0d9160425f4c4647bd3ceee683068e82.wav	8.634	48.54	0.71	Ɓe ngadda haako ɓusko ɓe mbaɗa har becce man nii nii ɓe piiltina.	ɓe ngadda haako ɓusko ɓe mbaɗa har becce man nii nii ɓe piiltina	13	unknown
waxal_asr_22c36a7a5eb5409aaec15baaa003d189	data/fulfulde_run/audio/waxal_asr_22c36a7a5eb5409aaec15baaa003d189.wav	7.439	46.26	0.85	ɓe ngurtake, luttuɗo ɗoo yehi laari geeraaɗe goo tawi geeraaɗe timmi.	ɓe ngurtake luttuɗo ɗoo yehi laari geeraaɗe goo tawi geeraaɗe timmi	11	unknown
waxal_asr_3170b3b09903451eaf21f4a9374f69aa	data/fulfulde_run/audio/waxal_asr_3170b3b09903451eaf21f4a9374f69aa.wav	2.166	45.0	0.88	haa mi yuwa noorwa;	haa mi yuwa noorwa	4	unknown
waxal_asr_20e516037f9e409da81f3bf98ba1c879	data/fulfulde_run/audio/waxal_asr_20e516037f9e409da81f3bf98ba1c879.wav	7.791	51.65	0.84	Ɓe ngaɗataa bana doore’en bee mundaŋ’en ɗoo waɗataa, ɗum ɗon waɗa?	ɓe ngaɗataa bana doore en bee mundaŋ en ɗoo waɗataa ɗum ɗon waɗa	13	unknown
waxal_asr_aacee71bc984462ea27fa1798eee39e3	data/fulfulde_run/audio/waxal_asr_aacee71bc984462ea27fa1798eee39e3.wav	6.813	51.3	0.8	hunnduko jigaawal e haccugo muuɗum nii, mi filnyitittaako?	hunnduko jigaawal e haccugo muuɗum nii mi filnyitittaako	8	unknown
waxal_asr_7b9b57782c2149a8816f3ad232ca90cf	data/fulfulde_run/audio/waxal_asr_7b9b57782c2149a8816f3ad232ca90cf.wav	3.239	32.59	0.93	Ɓiira ɓe mbii : e ko waɗi, ayyee!	ɓiira ɓe mbii e ko waɗi ayyee	7	unknown
waxal_asr_47a9394d7f7d4138b44b8bad15d58018	data/fulfulde_run/audio/waxal_asr_47a9394d7f7d4138b44b8bad15d58018.wav	9.905	54.87	0.79	ɓikkoy ngurti jam, jaama, jaama mi hacci, mi hacci, toy nyi’e man on pa’’oto naa?	ɓikkoy ngurti jam jaama jaama mi hacci mi hacci toy nyi e man on pa oto naa	17	unknown
waxal_asr_7f29d99f4f8c4d7fbbfe1b6dac5fece7	data/fulfulde_run/audio/waxal_asr_7f29d99f4f8c4d7fbbfe1b6dac5fece7.wav	12.09	46.5	0.82	Yoo gorko warti tappani debbo muuɗum maɓɓoode, nde innu ɗon no ummo jaɓa gujjaaɗum kam naa jaɓan maayɗo boo duu?	yoo gorko warti tappani debbo muuɗum maɓɓoode nde innu ɗon no ummo jaɓa gujjaaɗum kam naa jaɓan maayɗo boo duu	20	unknown
waxal_asr_20933a6cff164aa0920457d79b94fa05	data/fulfulde_run/audio/waxal_asr_20933a6cff164aa0920457d79b94fa05.wav	2.659	50.64	0.8	Sammboyel a ginnaaɗo naa?	sammboyel a ginnaaɗo naa	4	unknown
waxal_asr_3ccbc0a6363642ff922ca1ba9aacba15	data/fulfulde_run/audio/waxal_asr_3ccbc0a6363642ff922ca1ba9aacba15.wav	3.16	41.19	0.89	O yaha o nama, o yiiwo;	o yaha o nama o yiiwo	6	unknown
waxal_asr_a79d4c88cf7344bcb53f9ce492e9938e	data/fulfulde_run/audio/waxal_asr_a79d4c88cf7344bcb53f9ce492e9938e.wav	3.329	46.55	0.89	Yoo, gorko goo wii mo : anndal ngiɗɗa?	yoo gorko goo wii mo anndal ngiɗɗa	7	unknown
waxal_asr_da00427d924e41e8ba779239d5374d86	data/fulfulde_run/audio/waxal_asr_da00427d924e41e8ba779239d5374d86.wav	7.405	42.19	0.87	Ɓe ngadda lekki fuu ɓe ngaɗa gorko yamɗitaay ɗon waali ɗaɓɓa maaygo, ɗon lata non :	ɓe ngadda lekki fuu ɓe ngaɗa gorko yamɗitaay ɗon waali ɗaɓɓa maaygo ɗon lata non	15	unknown
waxal_asr_4ba1876bcbf441598586c4feb8c2e21d	data/fulfulde_run/audio/waxal_asr_4ba1876bcbf441598586c4feb8c2e21d.wav	2.46	52.92	0.72	jawmu karal ɗon wara.	jawmu karal ɗon wara	4	unknown
waxal_asr_1a63b1425cb3482da5f7c16fa9e30d49	data/fulfulde_run/audio/waxal_asr_1a63b1425cb3482da5f7c16fa9e30d49.wav	11.434	39.16	0.88	Jam, o nasti haa nder suudu Ibiraahim goo, o tawi yimɓe ɗon keewi jur, o dari caka dammugal o wii : goram Ibiraahim ngarmi laargo;	jam o nasti haa nder suudu ibiraahim goo o tawi yimɓe ɗon keewi jur o dari caka dammugal o wii goram ibiraahim ngarmi laargo	24	unknown
waxal_asr_5b1727304b58438ab34591aad71c6381	data/fulfulde_run/audio/waxal_asr_5b1727304b58438ab34591aad71c6381.wav	22.448	50.77	0.75	Daada ɗon yaha, kumaarewal yaha seeɗa fiira, yaha seeɗa, ɗon reena mo nii, ɗon reena mo nii haa ɓe ngari nastugo wuro bana gidigis non non dari, kumaarewal wii yoo : daada Damaseere kumaa;	daada ɗon yaha kumaarewal yaha seeɗa fiira yaha seeɗa ɗon reena mo nii ɗon reena mo nii haa ɓe ngari nastugo wuro bana gidigis non non dari kumaarewal wii yoo daada damaseere kumaa	33	unknown
waxal_asr_d82e78b71a9b4ee4b515e7220e12dac8	data/fulfulde_run/audio/waxal_asr_d82e78b71a9b4ee4b515e7220e12dac8.wav	8.32	46.26	0.8	Ummi huɗi mo, jam o ɓerni o dilli o wa’’oyi jaɓɓi juuutki, o jooɗi,	ummi huɗi mo jam o ɓerni o dilli o wa oyi jaɓɓi juuutki o jooɗi	15	unknown
waxal_asr_c58024d18fd04dca84ddc980838a381b	data/fulfulde_run/audio/waxal_asr_c58024d18fd04dca84ddc980838a381b.wav	5.35	46.96	0.84	Nden nga ƴamim mi mbii mi : miin weete Daari-Bano;	nden nga ƴamim mi mbii mi miin weete daari-bano	9	unknown
waxal_asr_9b0d4c35c23846538872f0981fa8fe0e	data/fulfulde_run/audio/waxal_asr_9b0d4c35c23846538872f0981fa8fe0e.wav	6.129	29.45	0.94	To jemma waɗi fuu o diwa mahol, o yaha haa ɓinngel goo, o wurto o huuca.	to jemma waɗi fuu o diwa mahol o yaha haa ɓinngel goo o wurto o huuca	16	unknown
waxal_asr_b7a4911b29084bdebbe285b204e7863e	data/fulfulde_run/audio/waxal_asr_b7a4911b29084bdebbe285b204e7863e.wav	4.599	24.6	0.93	Dundeeje, dundeeje, daada walaa duuniya, baabayel konu	dundeeje dundeeje daada walaa duuniya baabayel konu	7	unknown
waxal_asr_a8270592b6464909a2c8b2535243a329	data/fulfulde_run/audio/waxal_asr_a8270592b6464909a2c8b2535243a329.wav	12.122	47.73	0.79	O wii : miin kam ndaa kuturuujo am oo, mi elataa mo, to a yiɗi mbaalda bee maako mi hokkete, to a waaldaay bee maako mi hokkataa ma.	o wii miin kam ndaa kuturuujo am oo mi elataa mo to a yiɗi mbaalda bee maako mi hokkete to a waaldaay bee maako mi hokkataa ma	27	unknown
waxal_asr_30f14fbb1190421dbe3993b8245a1938	data/fulfulde_run/audio/waxal_asr_30f14fbb1190421dbe3993b8245a1938.wav	3.893	29.89	0.96	Ɗi ngaɗi geeraaɗe, to ɗi ɗon ndilla ladde fuu wi’a :	ɗi ngaɗi geeraaɗe to ɗi ɗon ndilla ladde fuu wi a	11	unknown
waxal_asr_9093c191ce544457acb953527ca9d1e3	data/fulfulde_run/audio/waxal_asr_9093c191ce544457acb953527ca9d1e3.wav	4.645	50.96	0.79	maama naa a laari e suudu am woni kadi, too!	maama naa a laari e suudu am woni kadi too	10	unknown
waxal_asr_c55da658d8304d848e4116df50033dcf	data/fulfulde_run/audio/waxal_asr_c55da658d8304d848e4116df50033dcf.wav	9.176	44.1	0.83	O wii : Alla am hokkam mi nyeerude nii, ko mi nyeera, Alla hokki mo, o nyeɗi, o maaɓi bee horde.	o wii alla am hokkam mi nyeerude nii ko mi nyeera alla hokki mo o nyeɗi o maaɓi bee horde	20	unknown
waxal_asr_52b9a97f8cae4e99af62a961f90f1639	data/fulfulde_run/audio/waxal_asr_52b9a97f8cae4e99af62a961f90f1639.wav	7.768	48.97	0.7	Ɓe mbi’a : naa ɗoo, kad doo nga dilla : daada Damseere kuma;	ɓe mbi a naa ɗoo kad doo nga dilla daada damseere kuma	12	unknown
waxal_asr_4bd08a422aa4482791c03757ecb870d2	data/fulfulde_run/audio/waxal_asr_4bd08a422aa4482791c03757ecb870d2.wav	3.537	49.78	0.79	yoo ƴeende toɓi nii, mi waddataa?	yoo ƴeende toɓi nii mi waddataa	6	unknown
waxal_asr_ff80b9b4c5a5461e875505393ae652a3	data/fulfulde_run/audio/waxal_asr_ff80b9b4c5a5461e875505393ae652a3.wav	4.382	36.04	0.93	O wii : nyeɗ, o nyeɗi, o wii : jo’’inoy to, o jo’’ini.	o wii nyeɗ o nyeɗi o wii jo inoy to o jo ini	13	unknown
waxal_asr_8c6bb844713c4fcba95b6ce39ab1ec9c	data/fulfulde_run/audio/waxal_asr_8c6bb844713c4fcba95b6ce39ab1ec9c.wav	12.409	49.71	0.82	Jam, Hamman wurti wa’’i dow beembal, wurtini Mbuulu mum boo ɗon nder beembal ton wi’a yoo : Hamman fooɗ Mbuulu; fooɗ Mbuulu;	jam hamman wurti wa i dow beembal wurtini mbuulu mum boo ɗon nder beembal ton wi a yoo hamman fooɗ mbuulu fooɗ mbuulu	23	unknown
waxal_asr_6fb9ff6964dc458eae43dadd63551434	data/fulfulde_run/audio/waxal_asr_6fb9ff6964dc458eae43dadd63551434.wav	3.771	44.69	0.78	o laari; huɓɓu yiite, o huɓɓi yiite,	o laari huɓɓu yiite o huɓɓi yiite	7	unknown
waxal_asr_a5591df8a8e74774add79475b7441c6a	data/fulfulde_run/audio/waxal_asr_a5591df8a8e74774add79475b7441c6a.wav	10.877	47.18	0.81	Yowwaa! ndee goo kam laamɗo dilli jahaangal, ɓe pat ɓe mbii yoo ɓe ndefantaa mo, o wii yoo o defan.	yowwaa ndee goo kam laamɗo dilli jahaangal ɓe pat ɓe mbii yoo ɓe ndefantaa mo o wii yoo o defan	20	unknown
waxal_asr_a08ef305b3d74d95a829234909b47458	data/fulfulde_run/audio/waxal_asr_a08ef305b3d74d95a829234909b47458.wav	2.041	43.41	0.87	ɓii laamɗo kajaajo.	ɓii laamɗo kajaajo	3	unknown
waxal_asr_79874035dd1440379ea79789a98260ef	data/fulfulde_run/audio/waxal_asr_79874035dd1440379ea79789a98260ef.wav	7.502	46.02	0.84	o wii yoo : yah, Alla yaare jam, Alla wartire jam, a fottan bee mokoy jowi;	o wii yoo yah alla yaare jam alla wartire jam a fottan bee mokoy jowi	15	unknown
waxal_asr_85e6cd555aae4f85b3509e61da707909	data/fulfulde_run/audio/waxal_asr_85e6cd555aae4f85b3509e61da707909.wav	6.3	40.99	0.78	Jam, debbo laamɗo goo danyaay, jam debbo mum waɗi reedu.	jam debbo laamɗo goo danyaay jam debbo mum waɗi reedu	10	unknown
waxal_asr_553df03ec0d348a19715ebef817eaadb	data/fulfulde_run/audio/waxal_asr_553df03ec0d348a19715ebef817eaadb.wav	13.3	48.33	0.79	Gorko oo, o ɓaŋi debbo, ɓe ndaydi ɓinngel gootel, debbo man maayi, o ɓaŋi debbo feere yiɗaa ɓinngel man, ɓinngel man boo nyuufake ;	gorko oo o ɓaŋi debbo ɓe ndaydi ɓinngel gootel debbo man maayi o ɓaŋi debbo feere yiɗaa ɓinngel man ɓinngel man boo nyuufake	23	unknown
waxal_asr_5ead3cebc502442c9c89d1a2dd52cc59	data/fulfulde_run/audio/waxal_asr_5ead3cebc502442c9c89d1a2dd52cc59.wav	4.62	48.32	0.83	Anndi Buhaari daabo yah haa mamma daabo ;	anndi buhaari daabo yah haa mamma daabo	7	unknown
waxal_asr_a9e07d962b794b8fb511b239b4ca59c9	data/fulfulde_run/audio/waxal_asr_a9e07d962b794b8fb511b239b4ca59c9.wav	4.977	49.84	0.83	ɓii dawaaɗi, toy nyi’e man, malli on paa’’oto?	ɓii dawaaɗi toy nyi e man malli on paa oto	10	unknown
waxal_asr_c97fd041b87848bb9a6afd92333a8963	data/fulfulde_run/audio/waxal_asr_c97fd041b87848bb9a6afd92333a8963.wav	4.68	54.01	0.79	Anndi to moyjo moyjoo anndi Buhaari daabo ;	anndi to moyjo moyjoo anndi buhaari daabo	7	unknown
waxal_asr_2c8fefb7044e43d8ba9a5e45788ac07c	data/fulfulde_run/audio/waxal_asr_2c8fefb7044e43d8ba9a5e45788ac07c.wav	4.615	33.86	0.85	fooɗ Mbuulu, Mbuulu wi’a yoo : Mbuulu sali fooɗaago;	fooɗ mbuulu mbuulu wi a yoo mbuulu sali fooɗaago	9	unknown
waxal_asr_159c5669a8674db8876d4fce6f2df54d	data/fulfulde_run/audio/waxal_asr_159c5669a8674db8876d4fce6f2df54d.wav	2.629	53.35	0.74	ɓinngel noy kuucirten?	ɓinngel noy kuucirten	3	unknown
waxal_asr_5869d6e02bf2413c8e7ffc8ee12fe350	data/fulfulde_run/audio/waxal_asr_5869d6e02bf2413c8e7ffc8ee12fe350.wav	3.914	48.73	0.8	Debbo oo, mo wii yoo, o yiɗi daygo;	debbo oo mo wii yoo o yiɗi daygo	8	unknown
waxal_asr_6b63ab9c31a64e60be7f15cd8cb165b3	data/fulfulde_run/audio/waxal_asr_6b63ab9c31a64e60be7f15cd8cb165b3.wav	7.999	31.47	0.95	Min aynini ma geeraaɗe aynu aynu, a aynataa a nyaadiyam geeraaɗe pat, hannde kam miin njuɗoyte.	min aynini ma geeraaɗe aynu aynu a aynataa a nyaadiyam geeraaɗe pat hannde kam miin njuɗoyte	16	unknown
waxal_asr_673646e2291b47d99065bd502f531bdb	data/fulfulde_run/audio/waxal_asr_673646e2291b47d99065bd502f531bdb.wav	6.973	51.73	0.8	Nden kam ndaa ɓunndu ɗoo nastee, mo hoo’aay fuu ndiyam saɓataa ɓunndu nduu ;	nden kam ndaa ɓunndu ɗoo nastee mo hoo aay fuu ndiyam saɓataa ɓunndu nduu	14	unknown
waxal_asr_072d756515034939b5770d017d7e3f67	data/fulfulde_run/audio/waxal_asr_072d756515034939b5770d017d7e3f67.wav	6.35	45.62	0.85	yah, Alla yaare jam, Alla wartire jam, a fottan bee mukoy nayi;	yah alla yaare jam alla wartire jam a fottan bee mukoy nayi	12	unknown
